Time,NH3,NH4,latitude,longitude
2021-04-13 22:00,4.544992694,6.39164016,43.661829,-79.399094
2021-04-13 23:00,4.788029893,5.842996137,43.661829,-79.399094
2021-04-14 0:00,4.981209746,7.680645911,43.661829,-79.399094
2021-04-14 1:00,4.972102424,6.7538668,43.661829,-79.399094
2021-04-14 2:00,4.880936006,6.449070075,43.661829,-79.399094
2021-04-14 3:00,4.63723826,6.138348602,43.661829,-79.399094
2021-04-14 4:00,4.62652759,7.586830736,43.661829,-79.399094
2021-04-14 5:00,4.184787772,6.112611615,43.661829,-79.399094
2021-04-14 6:00,4.315340008,6.325292995,43.661829,-79.399094
2021-04-14 7:00,4.560713863,5.776420365,43.661829,-79.399094
2021-04-14 8:00,4.580117048,5.274076482,43.661829,-79.399094
2021-04-14 9:00,4.574376509,6.667992799,43.661829,-79.399094
2021-04-14 10:00,4.597886522,5.754018197,43.661829,-79.399094
2021-04-14 11:00,3.70479985,4.94270047,43.661829,-79.399094
2021-04-14 12:00,3.293037219,4.595484579,43.661829,-79.399094
2021-04-14 13:00,2.983897054,4.358093564,43.661829,-79.399094
2021-04-14 14:00,2.80235547,3.521215072,43.661829,-79.399094
2021-04-14 15:00,2.653671452,3.55862475,43.661829,-79.399094
2021-04-14 16:00,2.520255486,3.58721481,43.661829,-79.399094
2021-04-14 17:00,2.468486748,3.33353728,43.661829,-79.399094
2021-04-14 18:00,2.408622983,3.603174364,43.661829,-79.399094
2021-04-14 19:00,2.532134117,3.626753541,43.661829,-79.399094
2021-04-14 20:00,2.812021718,3.555203147,43.661829,-79.399094
2021-04-14 21:00,3.096161642,4.576777682,43.661829,-79.399094
2021-04-14 22:00,3.034337916,4.18128871,43.661829,-79.399094
2021-04-14 23:00,3.271276606,4.32775987,43.661829,-79.399094
2021-04-15 0:00,3.293849227,4.717954508,43.661829,-79.399094
2021-04-15 1:00,3.251102619,4.581687174,43.661829,-79.399094
2021-04-15 2:00,3.156145369,4.30137324,43.661829,-79.399094
2021-04-15 3:00,3.113045655,4.067597283,43.661829,-79.399094
2021-04-15 4:00,2.924951218,3.549783426,43.661829,-79.399094
2021-04-15 5:00,3.054527053,4.195159785,43.661829,-79.399094
2021-04-15 6:00,3.131393554,3.904009831,43.661829,-79.399094
2021-04-15 7:00,2.975735534,4.147839587,43.661829,-79.399094
2021-04-15 8:00,2.650889073,3.314897505,43.661829,-79.399094
2021-04-15 9:00,2.545401685,3.530519111,43.661829,-79.399094
2021-04-15 10:00,2.445630965,3.290796098,43.661829,-79.399094
2021-04-15 11:00,2.621104627,3.914766724,43.661829,-79.399094
2021-04-15 12:00,2.753989563,3.478129487,43.661829,-79.399094
2021-04-15 13:00,2.618118822,3.127553969,43.661829,-79.399094
2021-04-15 14:00,2.560666725,3.575699155,43.661829,-79.399094
2021-04-15 15:00,2.310757787,3.325664426,43.661829,-79.399094
2021-04-15 16:00,2.139570855,2.651275397,43.661829,-79.399094
2021-04-15 17:00,2.514767136,2.738607442,43.661829,-79.399094
2021-04-15 18:00,2.733617112,3.766235468,43.661829,-79.399094
2021-04-15 19:00,2.761431608,3.666385107,43.661829,-79.399094
2021-04-15 20:00,2.674832664,3.60678945,43.661829,-79.399094
2021-04-15 21:00,3.240697335,5.019022581,43.661829,-79.399094
2021-04-15 22:00,3.380096156,4.350177668,43.661829,-79.399094
2021-04-15 23:00,3.320648071,4.821099535,43.661829,-79.399094
2021-04-16 0:00,3.095119668,4.12636342,43.661829,-79.399094
2021-04-16 1:00,3.054540005,4.238528211,43.661829,-79.399094
2021-04-16 2:00,2.740544028,3.637306949,43.661829,-79.399094
2021-04-16 3:00,2.621401905,3.181454168,43.661829,-79.399094
2021-04-16 4:00,2.496654594,3.589501301,43.661829,-79.399094
2021-04-16 5:00,2.453178677,3.882187606,43.661829,-79.399094
2021-04-16 6:00,2.479565209,3.701372419,43.661829,-79.399094
2021-04-16 7:00,2.411686329,3.053247023,43.661829,-79.399094
2021-04-16 8:00,2.544620011,3.809020928,43.661829,-79.399094
2021-04-16 9:00,2.446907773,3.218964217,43.661829,-79.399094
2021-04-16 10:00,2.513294966,2.91098347,43.661829,-79.399094
2021-04-16 11:00,2.577879995,3.802409552,43.661829,-79.399094
2021-04-16 12:00,2.615753426,3.93632772,43.661829,-79.399094
2021-04-16 13:00,2.785868264,3.938094538,43.661829,-79.399094
2021-04-16 14:00,2.91168632,4.333534955,43.661829,-79.399094
2021-04-16 15:00,2.940045739,4.361939921,43.661829,-79.399094
2021-04-16 16:00,3.312796487,4.042351722,43.661829,-79.399094
2021-04-16 17:00,3.434482186,4.515925253,43.661829,-79.399094
2021-04-16 18:00,3.543991941,4.552218113,43.661829,-79.399094
2021-04-16 19:00,3.577124413,5.208736264,43.661829,-79.399094
2021-04-16 20:00,3.770667374,5.243794494,43.661829,-79.399094
2021-04-16 21:00,3.66332921,5.592180744,43.661829,-79.399094
2021-04-16 22:00,3.696680335,5.849626271,43.661829,-79.399094
2021-04-16 23:00,3.582039979,4.611786649,43.661829,-79.399094
2021-04-17 0:00,3.506995677,4.870497796,43.661829,-79.399094
2021-04-17 1:00,3.303765083,4.32405123,43.661829,-79.399094
2021-04-17 2:00,3.428077333,4.367658869,43.661829,-79.399094
2021-04-17 3:00,3.330943562,4.314183232,43.661829,-79.399094
2021-04-17 4:00,3.256626614,4.926000204,43.661829,-79.399094
2021-04-17 5:00,3.183748304,4.053073902,43.661829,-79.399094
2021-04-17 6:00,3.288673196,4.805124354,43.661829,-79.399094
2021-04-17 7:00,3.45074645,4.601107925,43.661829,-79.399094
2021-04-17 8:00,3.348619304,4.501931295,43.661829,-79.399094
2021-04-17 9:00,3.396948933,4.760710883,43.661829,-79.399094
2021-04-17 10:00,3.482180289,4.840223469,43.661829,-79.399094
2021-04-17 11:00,3.623862769,4.744274522,43.661829,-79.399094
2021-04-17 12:00,3.629189267,4.78984657,43.661829,-79.399094
2021-04-17 13:00,3.500262112,4.013556878,43.661829,-79.399094
2021-04-17 14:00,3.44599526,4.614697333,43.661829,-79.399094
2021-04-17 15:00,3.355946535,5.008303066,43.661829,-79.399094
2021-04-17 16:00,3.037547876,4.173625211,43.661829,-79.399094
2021-04-17 17:00,3.087417011,4.444654226,43.661829,-79.399094
2021-04-17 18:00,3.387133288,4.66583021,43.661829,-79.399094
2021-04-17 19:00,3.956387203,5.295615918,43.661829,-79.399094
2021-04-17 20:00,3.159937676,4.134741203,43.661829,-79.399094
2021-04-17 21:00,2.925847223,4.113801784,43.661829,-79.399094
2021-04-17 22:00,2.849207962,4.014900855,43.661829,-79.399094
2021-04-17 23:00,2.909745896,4.125801682,43.661829,-79.399094
